name,height,weight,reach,stance,wins,losses,draws
Rami,Hamed,,"6' 1""",170 lbs.,"71.0""",Orthodox,13
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15
CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14
James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6
Dean,Hancock,The Hammer,--,155 lbs.,--,,2
Chad,Hanekom,Superman,"6' 4""",185 lbs.,"74.0""",Orthodox,9
Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,23
Kay,Hansen,,"5' 2""",115 lbs.,"63.0""",Orthodox,7
Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,18
Shin,Haraguchi,,"5' 5""",145 lbs.,"68.0""",Switch,8
Janay,Harding,Hollowpoint,--,135 lbs.,--,,2
Antoni,Hardonk,,"6' 4""",245 lbs.,"78.0""",Orthodox,8
George,Hardwick,King,"5' 10""",155 lbs.,"72.0""",Orthodox,12
Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25
Veronica,Hardy,,"5' 4""",125 lbs.,"64.0""",Southpaw,9
Greg,Hardy,Prince of War,"6' 5""",265 lbs.,"80.0""",Orthodox,7
Tobias,Harila,Bad Intention,--,--,--,,12
Baru,Harn,Seiryu,--,265 lbs.,--,,1
Scott,Harper,,"6' 0""",185 lbs.,--,Orthodox,12
Josiah,Harrell,Muscle Hamster,"5' 7""",170 lbs.,"68.0""",Southpaw,7
Gerry,Harris,,"6' 8""",270 lbs.,--,Orthodox,1
Gerald,Harris,,"5' 11""",185 lbs.,"77.0""",Southpaw,23
Phil,Harris,Billy,"5' 4""",125 lbs.,"65.0""",Orthodox,22
Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,13
Dhafir,Harris,Dada 5000,--,257 lbs.,--,,2
Trevor,Harris,,"5' 6""",145 lbs.,--,,2
Carlston,Harris,Mocambique,"6' 0""",170 lbs.,"76.0""",Orthodox,19
Kayla,Harrison,,"5' 8""",135 lbs.,"66.0""",Southpaw,19
Collin,Hart,,"6' 1""",185 lbs.,--,Orthodox,6
Joey,Hart,The Hitman,"6' 3""",170 lbs.,"79.0""",Orthodox,6
Dale,Hartt,,"5' 10""",155 lbs.,"69.0""",Orthodox,6
Luke,Hartwig,,--,--,--,,0
Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",Orthodox,13
Hidehiko,Hasegawa,,"5' 9""",170 lbs.,--,,19
Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20
Takayo,Hashi,,"5' 4""",135 lbs.,--,Orthodox,15
Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1
Justin,Haskins,,"5' 10""",170 lbs.,--,Orthodox,7
Hayder,Hassan,Hulk,"5' 10""",170 lbs.,--,,6
Ahmad,Hassanzada,Lion of the Ring,"6' 1""",155 lbs.,"75.0""",Orthodox,11
Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,17
John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17
Phil,Hawes,No Hype,"6' 0""",185 lbs.,"77.0""",Orthodox,12
Justin,Hawes,The Hawk,"5' 11""",205 lbs.,--,,6
Chris,Hawk,,"6' 1""",205 lbs.,--,,5
Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22
Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,--,Southpaw,11
Mike,Hayes,,"6' 4""",230 lbs.,--,Orthodox,20
Ryan,Hayes,,--,--,--,,7
Gerric,Hayes,,"5' 10""",--,--,,8
Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14
Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12
James,Head,,"6' 1""",170 lbs.,"73.0""",Orthodox,9
Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"72.0""",Orthodox,34
Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,25
Spencer,Hearns,,"5' 11""",185 lbs.,--,,1
David,Heath,,"5' 11""",205 lbs.,"72.0""",Orthodox,18
Chris,Heatherly,Stump,"5' 9""",155 lbs.,--,Orthodox,9
Jake,Hecht,Hitman,"6' 0""",170 lbs.,"73.0""",Orthodox,11
Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14
Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,"72.0""",Orthodox,14
Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23
Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,29
Matt,Helm,,--,155 lbs.,--,,1
Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,--,Orthodox,0
Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32
Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,24
Ron,Henderson,,"5' 10""",125 lbs.,--,,4
Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,19
Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18
Cory,Hendricks,,"6' 3""",205 lbs.,--,Switch,3
Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10
Jose,Henrique,Canela,"6' 3""",170 lbs.,"79.0""",Orthodox,5
Diego,Henrique da Silva,Gaucho,"6' 2""",185 lbs.,--,Orthodox,8
Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12
Victor,Henry,La Mangosta,"5' 7""",135 lbs.,"68.0""",Switch,25
TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4
Jai,Herbert,Black Country Banger,"6' 1""",155 lbs.,"77.0""",Orthodox,13
Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,27
Dave,Herman,,"6' 4""",242 lbs.,"77.0""",Orthodox,22
Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,24
Noe,Hernandez,,--,--,--,Orthodox,5
Joe,Hernandez,,--,--,--,,0
Ramiro,Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,19
Alexander,Hernandez,The Great Ape,"5' 9""",155 lbs.,"72.0""",Orthodox,16
Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,14
Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,9
Carlos,Hernandez,,"5' 8""",125 lbs.,"67.0""",Orthodox,10
Leslie,Hernandez,Dora The Destroyer,"5' 3""",115 lbs.,"64.0""",Orthodox,4
Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1
Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3
Geane,Herrera,La Pulga,"5' 5""",125 lbs.,"66.0""",Orthodox,9
Alvaro,Herrera Mendoza,Chango,"6' 0""",155 lbs.,"74.0""",Orthodox,9
Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14
Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28
Jon,Hess,,"6' 7""",295 lbs.,--,,1
Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11
Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3
Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11
Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9
Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,10
Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23
Brady,Hiestand,Bam Bam,"5' 8""",135 lbs.,"71.0""",Orthodox,9
Lee,Higgins,,--,155 lbs.,--,,2
Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"73.0""",Southpaw,21
Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8
Alex,Higley,,"5' 10""",145 lbs.,--,,4
Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,6
Isaiah,Hill,,"5' 10""",155 lbs.,--,,5
Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,18
Tyler,Hill,,"6' 3""",170 lbs.,--,Switch,8
Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,12
Kailan,Hill,,"6' 1""",185 lbs.,"77.0""",Southpaw,4
Alvin,Hines,Goozie,"6' 2""",265 lbs.,"74.0""",Orthodox,7
Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,17
Hatsu,Hioki,,"5' 11""",145 lbs.,"73.0""",Orthodox,29
Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,14
Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,23
Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,18
Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,16
An Tuan,Ho,Highlight,"5' 6""",125 lbs.,"66.0""",Switch,6
Kwan,Ho Kwak,,"5' 5""",135 lbs.,--,Switch,9
Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9
Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36
Chris,Hofmann,,"6' 0""",170 lbs.,"72.0""",Orthodox,9
Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10
Josh,Hokit,The Incredible Hok,--,238 lbs.,--,,5
Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12
Sean,Holden,,"5' 10""",170 lbs.,--,,5
Chris,Holdsworth,,"5' 11""",135 lbs.,--,,6
Kevin,Holland,Trailblazer,"6' 3""",170 lbs.,"81.0""",Orthodox,28
Roger,Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,13
Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,27
Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6
Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8
Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,15
Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4
Joseph,Holmes,Uglyman Joe,"6' 4""",185 lbs.,"80.0""",Orthodox,8
Brandon,Holmes,,--,185 lbs.,--,,5
Kurt,Holobaugh,The Hurt,"5' 11""",155 lbs.,"70.0""",Orthodox,22
Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12
Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4
Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,12
Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,14
Sabah,Homasi,,"6' 0""",170 lbs.,"72.0""",Orthodox,11
Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20
Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",Orthodox,10
Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9
JunYoung,Hong,Drunken Red,"5' 9""",145 lbs.,"69.0""",Orthodox,13
SeongChan,Hong,Honey Badger,"5' 7""",155 lbs.,"69.0""",Orthodox,9
Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4
David,Hood,,"6' 0""",200 lbs.,--,,1
Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"80.0""",Southpaw,14
Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,24
Chase,Hooper,The Dream,"6' 1""",155 lbs.,"74.0""",Southpaw,16
Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13
Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1
Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8
Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19
Yuma,Horiuchi,Ichiban,"5' 6""",125 lbs.,"67.0""",Switch,9
Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91
Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20
Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21
Jamey-Lyn,Horth,,"5' 7""",125 lbs.,"66.0""",Orthodox,8
Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30
John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18
Saeed,Hosseini,,--,--,--,,0
Jeff,Hougland,Hellbound,"5' 7""",135 lbs.,"68.0""",Orthodox,10
Trey,Houston,,"5' 11""",185 lbs.,--,,11
Jamie,Houston,,--,185 lbs.,--,,3
Brian,Houston,B-Hue,"6' 2""",185 lbs.,--,Orthodox,4
Harold,Howard,,"6' 2""",240 lbs.,--,Orthodox,1
John,Howard,Doomsday,"5' 7""",170 lbs.,"72.0""",Orthodox,24
Shane,Howell,,"5' 8""",125 lbs.,--,Orthodox,13
Hu,Yaozong,Totoro,"6' 3""",185 lbs.,"72.0""",Orthodox,3
Carlos,Huachin,Perro Malo,"5' 4""",135 lbs.,"67.0""",Southpaw,10
Brady,Huang,The Kung Fu Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,11
Yuele,Huang,,--,145 lbs.,--,,13
Huang,Feier,Muscle Barbie,"5' 5""",115 lbs.,"65.0""",Orthodox,14
Austin,Hubbard,Thud,"5' 10""",155 lbs.,"71.0""",Orthodox,17
Collin,Huckbody,All In,"6' 3""",185 lbs.,"76.0""",Orthodox,8
Alex,Huddleston,The Shaved Gorilla,"6' 7""",254 lbs.,--,,6
Roger,Huerta,El Matador,"5' 9""",155 lbs.,"70.0""",Orthodox,23
Casey,Huffman,Hellbent,"6' 3""",185 lbs.,--,,3
Matt,Hughes,,"5' 9""",170 lbs.,"73.0""",Switch,45
Mark,Hughes,,"5' 9""",205 lbs.,--,Southpaw,6
Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"77.0""",Orthodox,10
Sam,Hughes,Sampage,"5' 5""",115 lbs.,"64.0""",Orthodox,10
Victor,Hugo,Striker,"5' 7""",135 lbs.,"71.0""",Orthodox,25
David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,22
Dominik,Humburger,,--,185 lbs.,--,,8
Bryan,Humes,,--,265 lbs.,--,,6
Abongo,Humphrey,,"5' 11""",205 lbs.,--,Orthodox,7
Harry,Hunsucker,The Hurricane,"6' 2""",205 lbs.,"75.0""",Orthodox,7
Mark,Hunt,Super Samoan,"5' 10""",265 lbs.,"72.0""",Orthodox,13
Alex,Hunter,,"5' 9""",226 lbs.,--,Orthodox,2
Adam,Hunter,Warhammer,"6' 1""",185 lbs.,--,Orthodox,7
Joe,Hurley,,"5' 8""",155 lbs.,--,,12
Solomon,Hutcherson,King,"5' 11""",185 lbs.,--,Southpaw,11
Young,Hwang,,"5' 9""",135 lbs.,--,,8
In Soo,Hwang,Legendary,--,185 lbs.,--,,8
Al,Iaquinta,Raging,"5' 10""",155 lbs.,"70.0""",Orthodox,14
Khadis,Ibragimov,,"6' 3""",205 lbs.,"78.0""",Orthodox,8
Minoki,Ichihara,,"5' 7""",178 lbs.,--,Orthodox,0
Alibi,Idiris,,--,125 lbs.,--,,10
Dan,Ige,50K,"5' 7""",145 lbs.,"71.0""",Orthodox,19
Valeri,Ignatov,,"5' 9""",170 lbs.,--,Orthodox,1
Sergey,Ignatov,,"5' 9""",210 lbs.,--,Orthodox,0
Fabiano,Iha,,"5' 8""",155 lbs.,--,Orthodox,9
Seichi,Ikemoto,,"5' 11""",168 lbs.,--,Orthodox,21
Mikhail,Iloukhine,,"5' 9""",205 lbs.,--,Orthodox,30
Zelim,Imadaev,,"6' 0""",170 lbs.,"76.0""",Orthodox,8
Yusuke,Imamura,,"5' 8""",220 lbs.,--,Orthodox,2
Masakazu,Imanari,,"5' 4""",139 lbs.,--,Southpaw,36
Nassourdine,Imavov,The Sniper,"6' 3""",185 lbs.,"75.0""",Orthodox,16
Brad,Imes,Hillbilly Heartthrob,"6' 7""",265 lbs.,--,Orthodox,13
Michael,Imperato,,"5' 7""",135 lbs.,"66.0""",Switch,12
Rui,Imura,,"5' 9""",135 lbs.,"69.0""",Southpaw,12
Chris,Indich,,"5' 10""",170 lbs.,--,,6
Chris,Inman,,--,--,--,,1
Guto,Inocente,,"6' 3""",205 lbs.,--,Orthodox,7
Enson,Inoue,Yamato Damashii,"5' 10""",210 lbs.,--,Orthodox,12
Egan,Inoue,,"5' 9""",190 lbs.,--,Southpaw,13
Katsuya,Inoue,,"5' 9""",168 lbs.,--,Southpaw,19
Takeshi,Inoue,Lion,"5' 8""",145 lbs.,--,,23
Naoki,Inoue,,"5' 9""",125 lbs.,"71.0""",Orthodox,11
Jorge,Interiano,,"6' 1""",205 lbs.,--,,4
Jason,Ireland,The Irish Tornado,"5' 9""",161 lbs.,--,Southpaw,19
James,Irvin,The Sandman,"6' 2""",205 lbs.,"75.0""",Orthodox,17
Eric,Irvin,,"5' 8""",155 lbs.,--,,11
Issa,Isakov,Determinator,"5' 9""",155 lbs.,"70.0""",Orthodox,10
Mitsuhiro,Ishida,The Endless Warrior,"5' 6""",154 lbs.,--,Southpaw,20
Teruto,Ishihara,Yashabo,"5' 7""",135 lbs.,"69.0""",Southpaw,10
Satoshi,Ishii,,"5' 11""",240 lbs.,--,Orthodox,15
Yuki,Ishikawa,,"5' 11""",205 lbs.,--,Orthodox,0
Eiji,Ishikawa,,"5' 10""",170 lbs.,--,,29
Tokimitsu,Ishizawa,Kendo Ka Shin,"6' 0""",185 lbs.,--,Orthodox,1
Damir,Ismagulov,Qazaq,"5' 10""",155 lbs.,"74.0""",Orthodox,24
Wallid,Ismail,,"5' 7""",205 lbs.,--,Orthodox,9
Leandro,Issa,Brodinho,"5' 7""",135 lbs.,"69.0""",Orthodox,13
Kuya,Ito,Psycho Zombie,"5' 4""",135 lbs.,"66.0""",Orthodox,17
Blagoy,Ivanov,Baga,"5' 11""",250 lbs.,"73.0""",Southpaw,19
Anthony,Ivy,Aquaman,"6' 2""",185 lbs.,"74.0""",Orthodox,8
Tomomi,Iwama,,"5' 3""",155 lbs.,--,Orthodox,9
Tatsuya,Iwasaki,,"5' 9""",205 lbs.,--,Orthodox,0
Taiga,Iwasaki,,"6' 1""",185 lbs.,"73.0""",Orthodox,9
Saygid,Izagakhmaev,,--,170 lbs.,--,,22
Yoislandy,Izquierdo,Cuba,"5' 11""",155 lbs.,--,Southpaw,10
Hiroshi,Izumi,,--,205 lbs.,--,Orthodox,4
Yves,Jabouin,Tiger,"5' 7""",135 lbs.,"68.0""",Orthodox,20
Kevin,Jackson,,"5' 10""",199 lbs.,--,Switch,4
Eugene,Jackson,The Wolf,"5' 8""",185 lbs.,--,Orthodox,15
Quinton,Jackson,Rampage,"6' 1""",205 lbs.,"73.0""",Orthodox,37
Jeremy,Jackson,Scorpion,"5' 10""",170 lbs.,--,Orthodox,9
Damon,Jackson,The Leech,"5' 11""",155 lbs.,"71.0""",Switch,23
Kenyon,Jackson,,"6' 0""",185 lbs.,--,,4
Mike,Jackson,The Truth,"6' 2""",170 lbs.,"74.0""",Orthodox,1
Jason,Jackson,Jah-Son,"6' 1""",170 lbs.,"78.0""",Orthodox,7
Montel,Jackson,Quik,"5' 10""",135 lbs.,"75.0""",Southpaw,15
Eric,Jacob,,--,155 lbs.,--,,1
Richard,Jacobi,,"6' 4""",260 lbs.,"75.0""",Orthodox,6
Dustin,Jacoby,The Hanyak,"6' 3""",205 lbs.,"76.0""",Orthodox,21
Justin,James,,"5' 10""",155 lbs.,--,Orthodox,13
Nate,James,,"6' 0""",185 lbs.,--,,14
Virna,Jandiroba,Carcara,"5' 3""",115 lbs.,"64.0""",Orthodox,22
Ryan,Janes,,"6' 3""",185 lbs.,"76.0""",Orthodox,10
YoonSung,Jang,,--,170 lbs.,--,,7
Josh,Janousek,,"5' 11""",185 lbs.,--,Orthodox,8
Dave,Jansen,,"5' 9""",155 lbs.,"73.0""",Orthodox,20
Jaime,Jara,El Cucui,"6' 1""",205 lbs.,--,Southpaw,38
Gigo,Jara,The Little Animal,"5' 9""",145 lbs.,--,,6
Keith,Jardine,The Dean of Mean,"6' 2""",185 lbs.,"76.0""",Orthodox,17
Brock,Jardine,The Machine,"5' 11""",170 lbs.,--,Orthodox,12
Josh,Jarvis,,--,--,--,,1
Rony,Jason,,"5' 7""",145 lbs.,"73.0""",Orthodox,14
Jasmine,Jasudavicius,,"5' 7""",125 lbs.,"68.0""",Orthodox,14
Louis,Jauregui,,"5' 7""",170 lbs.,--,,4
Yazmin,Jauregui,,"5' 3""",115 lbs.,"64.0""",Orthodox,11
Justin,Jaynes,The Guitar Hero,"5' 7""",145 lbs.,"68.0""",Orthodox,16
Joanna,Jedrzejczyk,,"5' 6""",115 lbs.,"65.0""",Orthodox,16
Aaron,Jeffery,,"6' 2""",185 lbs.,"73.0""",Orthodox,10
Trent,Jenkins,,"6' 2""",185 lbs.,--,,0
Bubba,Jenkins,The Highlight Kid,"5' 7""",145 lbs.,--,,11
Adrienna,Jenkins,AJ,"5' 8""",145 lbs.,--,,19
Brandon,Jenkins,The Human Highlight Reel,"6' 0""",155 lbs.,"71.0""",Switch,15
Jack,Jenkins,Phar,"5' 7""",145 lbs.,"68.0""",Switch,13
Steve,Jennum,,"5' 10""",215 lbs.,--,Orthodox,2
Ryan,Jensen,,"6' 1""",185 lbs.,"76.0""",Orthodox,21
Kyle,Jensen,,"5' 9""",170 lbs.,--,Orthodox,4
Chan-Mi,Jeon,,"5' 5""",115 lbs.,--,Orthodox,5
Maciej,Jewtuszko,Irokez,"6' 0""",155 lbs.,--,Southpaw,12
Ronald,Jhun,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,24
Baergeng,Jieleyisi,,"5' 9""",145 lbs.,"71.0""",Orthodox,18
Gilbert,Jimenez,,--,155 lbs.,--,,8
Ramiro,Jimenez,El Cachanilla,--,145 lbs.,--,,10
Art,Jimmerson,,"6' 1""",196 lbs.,--,Orthodox,0
Ryan,Jimmo,The Big Deal,"6' 1""",205 lbs.,"73.0""",Orthodox,19
Jinensibieke,Asikeerbai,,"5' 6""",155 lbs.,"69.0""",Orthodox,36
,Jiniushiyue,Little King Kong,"5' 6""",125 lbs.,"68.0""",Southpaw,13
Sung Bin,Jo,Korean Falcon,"6' 0""",145 lbs.,"72.0""",Orthodox,9
Carls,John De Tomas,,"5' 5""",125 lbs.,"71.0""",Southpaw,6
Phil,Johns,,"5' 2""",170 lbs.,--,Southpaw,30
Brett,Johns,The Pikey,"5' 7""",135 lbs.,"71.0""",Orthodox,17
Miles,Johns,Chapo,"5' 7""",135 lbs.,"68.0""",Orthodox,15
Anthony,Johnson,Rumble,"6' 2""",205 lbs.,"78.0""",Orthodox,22
DaMarques,Johnson,Darkness,"6' 1""",170 lbs.,"75.0""",Orthodox,15
Devin,Johnson,,--,--,--,,1
Travis,Johnson,,--,205 lbs.,--,,0
Ricky,Johnson,,"5' 8""",145 lbs.,--,Orthodox,10
Tony,Johnson,,"6' 2""",205 lbs.,"76.0""",Orthodox,7
Lavar,Johnson,Big,"6' 4""",240 lbs.,"82.0""",Orthodox,18
Demetrious,Johnson,Mighty Mouse,"5' 3""",125 lbs.,"66.0""",Orthodox,27
Michael,Johnson,The Menace,"5' 10""",155 lbs.,"73.0""",Southpaw,25
Deshaun,Johnson,,--,167 lbs.,--,,6
Kajan,Johnson,Ragin',"5' 11""",155 lbs.,"75.0""",Orthodox,23
Dashon,Johnson,Flyboy,"5' 7""",145 lbs.,--,Orthodox,9
Timothy,Johnson,,"6' 3""",265 lbs.,"77.0""",Southpaw,12
Tony,Johnson,,"6' 1""",265 lbs.,--,,11
Jordan,Johnson,,"6' 2""",205 lbs.,"79.0""",Orthodox,10
Taylor,Johnson,Tombstone,"6' 0""",185 lbs.,"74.0""",Switch,5
Chad,Johnson,Big Rigg,"6' 2""",230 lbs.,"80.0""",Orthodox,6
Jose,Johnson,Zhakwarius,"6' 0""",125 lbs.,"71.0""",Orthodox,16
Charles,Johnson,InnerG,"5' 9""",125 lbs.,"70.0""",Switch,17
Brian,Johnston,,"6' 3""",230 lbs.,--,Orthodox,5
Liana,Jojua,She Wolf,"5' 4""",125 lbs.,"62.0""",Orthodox,8
Nikola,Joksovic,,--,170 lbs.,--,,17
Daniel,Jolly,The Werewolf of Texas,"6' 1""",205 lbs.,"75.0""",Orthodox,5
Paul,Jones,,"5' 9""",199 lbs.,--,Orthodox,11
Jon,Jones,Bones,"6' 4""",248 lbs.,"84.0""",Orthodox,28
Nathan,Jones,,"6' 11""",345 lbs.,--,Orthodox,0
Marcus,Jones,The Darkness,"6' 6""",265 lbs.,--,Orthodox,4
Carlton,Jones,,"6' 1""",225 lbs.,--,Orthodox,1
Jesse,Jones,,"5' 9""",170 lbs.,--,,2
Tito,Jones,,"5' 8""",145 lbs.,--,Southpaw,11
Roy,Jones,,--,205 lbs.,--,,7
Justin,Jones,Black Dynamite,"5' 11""",185 lbs.,--,Orthodox,9
Ben,Jones,Blitzkrieg,--,185 lbs.,--,,4
Victor,Jones,,--,145 lbs.,--,,1
Chris,Jones,Lionheart,"5' 9""",149 lbs.,--,,10
Roshaun,Jones,,"5' 8""",135 lbs.,--,,2
Jamelle,Jones,The Beast,"6' 0""",205 lbs.,"75.0""",Orthodox,7
Antonio,Jones,Doomsday,"5' 11""",185 lbs.,--,Orthodox,6
Trevin,Jones,5 Star,"5' 7""",135 lbs.,"70.0""",Southpaw,13
Mason,Jones,The Dragon,"5' 10""",155 lbs.,"74.0""",Orthodox,16
Craig,Jones,,--,205 lbs.,--,,0
Jacobi,Jones,Big Toe,"5' 9""",155 lbs.,"72.0""",Orthodox,6
Jocelyn,Jones-Lybarger,,"5' 7""",115 lbs.,"64.0""",Orthodox,6
Kevin,Jordan,The Shaman,"6' 3""",245 lbs.,--,Orthodox,11
Joe,Jordan,,"5' 6""",155 lbs.,--,Orthodox,49
Shawn,Jordan,The Savage,"6' 0""",260 lbs.,"75.0""",Southpaw,19
Ivan,Jorge,Batman,"5' 9""",155 lbs.,"73.0""",Orthodox,27
Scott,Jorgensen,Young Guns,"5' 5""",135 lbs.,"66.0""",Orthodox,15
Gareth,Joseph,,--,205 lbs.,--,,9
Dwight,Joseph,,"5' 6""",135 lbs.,--,Switch,5
Jeff,Joslin,The Inferno,"6' 0""",170 lbs.,--,Orthodox,5
Krzysztof,Jotko,,"6' 1""",185 lbs.,"77.0""",Southpaw,24
Alan,Jouban,Brahma,"6' 0""",170 lbs.,"73.0""",Southpaw,17
Charles,Jourdain,Air,"5' 9""",135 lbs.,"69.0""",Switch,16
Kevin,Jousset,Air,"6' 2""",170 lbs.,"75.0""",Orthodox,10
Mike,Joy,,"5' 6""",155 lbs.,--,Southpaw,11
Dustin,Joynson,,"6' 6""",244 lbs.,"78.0""",Orthodox,5
Tony,Juarez,,--,155 lbs.,--,,1
Jesse,Juarez,,"6' 1""",170 lbs.,--,Orthodox,23
Ernie,Juarez,The Young Titan,"5' 8""",145 lbs.,"70.0""",,8
